,tconst,actors,originalTitle,genres,directors,writers,averageRating,numVotes,language
220,tt0101069,"nm0180111,nm0004821,nm0757854,nm0259264,nm0622535,nm0004798,nm0472190,nm0569927,nm0774721,nm0194201",The Commish,"Comedy,Crime,Drama","nm0914370,nm0926215,nm0543129,nm0373154,nm0450314,nm0036206,nm0003163,nm0024143,nm0271095,nm0811764,nm0791045,nm0788610,nm0638354,nm0956910,nm0741659,nm0372138,nm0468066,nm0339264,nm0176448,nm0314104,nm0679855,nm0762674,nm0004627,nm0877427,nm0278286,nm0319412,nm0452129,nm0872809,nm0106368,nm0174068,nm0500609,nm0320987","nm0004798,nm0472190,nm0168206,nm0839695,nm0251395,nm0339264,nm0604688,nm0939128,nm0011925,nm3600706,nm1014176,nm0969993,nm0441707,nm0053426,nm0053449,nm0075599,nm0261751,nm0095589,nm1563086,nm0164496,nm0651580,nm0705665,nm0988951,nm0493855,nm0503035,nm0674197,nm0506032",7.1,2325,fr
225,tt0101076,"nm0384162,nm0191906,nm0569598,nm0004815,nm0500246,nm0866214,nm0144657,nm0919798,nm0542706,nm0409361",Darkwing Duck,"Action,Adventure,Animation","nm0832309,nm0953649,nm0368070,nm2922108,nm2130447","nm0055047,nm1129619,nm0107780,nm0132644,nm0177328,nm1129757,nm0188349,nm2362423,nm0368614,nm0382512,nm0397916,nm1130037,nm3297544,nm3306076,nm1085846,nm0486007,nm0506718,nm0506719,nm0536440,nm0561041,nm0609600,nm3276333,nm0677215,nm0731602,nm0743361,nm0744793,nm1587020,nm0769593,nm2275124,nm1115317,nm0824900,nm0832309,nm0834669,nm0839966,nm1041668,nm0842391,nm1044473,nm0848091,nm0880204,nm1088324,nm2173555,nm1557920",7.6,16754,fr
231,tt0101077,"nm0875882,nm0419248,nm0274913,nm0707785,nm0291683,nm0001876,nm0318441,nm0318470,nm0068464,nm1398556",The Darling Buds of May,"Comedy,Drama","nm0318448,nm0873541,nm0072025,nm0325647,nm0203712","nm0829775,nm0060914,nm0082296,nm0222757,nm0365234,nm0488013,nm0923932",7.8,2253,en
235,tt0101081,"nm0165159,nm0659573,nm0871209,nm0910055,nm0863208,nm0414551,nm0949319,nm0932224,nm0487010,nm0448114",Dinosaurs,"Comedy,Family,Fantasy","nm0871541,nm0082676,nm0115883,nm0566841,nm0239298,nm0005008,nm0046172,nm0213100,nm0425957,nm0850862","nm0414551,nm0949319,nm0001345,nm0880436,nm0236506,nm0135203,nm0487414,nm0329008,nm0767530,nm0056462,nm0643824,nm0857130,nm0294355,nm0238277,nm0672554,nm0260870,nm0206556,nm0506506,nm1661897,nm1002012",7.5,19838,en
240,tt0101084,"nm0424678,nm0921942,nm0628091,nm0795723,nm0695831,nm0423132,nm0687029,nm0478345,nm0497339,nm0067497",Doug,"Adventure,Animation,Comedy","nm0247678,nm0589636,nm0454014,nm0438394,nm0816909,nm0186733,nm0660988,nm0249698,nm4776265,nm0124285,nm0249951,nm0786422,nm1109563,nm0065635","nm0423132,nm0574509,nm0769095,nm0383322,nm0007464,nm0826052,nm1115263,nm0266423,nm1191098,nm2987075,nm2988070,nm0824482,nm0577334,nm1086526,nm0830294,nm0344548,nm1172171,nm0383492,nm0518836,nm0947602,nm0083707,nm0097130,nm3370369,nm0450170,nm0455468,nm1085846,nm0614371,nm0661046,nm1587020,nm2041768,nm0963387,nm2269717,nm1992416,nm2266142,nm0132369,nm1020891,nm1406459,nm0308758,nm4046047,nm8834817,nm2268538,nm8825618,nm8825607,nm1116795",7.4,19308,en
244,tt0101088,"nm0040014,nm0441814,nm0791561,nm0401799,nm0347341,nm1433580,nm0769633,nm0174442,nm0005189,nm0353869","Eerie, Indiana","Adventure,Comedy,Drama","nm0325358,nm0000837,nm0818465,nm0477129,nm0006853,nm0066439,nm0683578,nm0001102,nm0390844","nm1433580,nm0769633,nm0213127,nm0214699,nm1154103,nm0675219,nm0144372,nm0188223,nm0548727",8.2,5867,en
247,tt0101114,"nm1874962,nm0800749,nm0288621,nm0672297,nm0430267,nm0519554,nm0072611,nm0562732,nm0244321,nm0244912",Heartbeat,"Comedy,Crime,Drama","nm0587583,nm0051471,nm0342378,nm0235693,nm0227546,nm0604470,nm0908095,nm0449969,nm0394864,nm0693726,nm0063764,nm0182978,nm0665840,nm0267862,nm0875866,nm0607701,nm0545169,nm0808233,nm0537125,nm0714116,nm0263046,nm1191303,nm0852019,nm0356786,nm0363865,nm0249928,nm0756057,nm0026931,nm0245643,nm1274778,nm0079804,nm0156711,nm1020303,nm0650240,nm1019035,nm0342487,nm0201516,nm0648937,nm1051466,nm0371951,nm0601256,nm0923141,nm1089472,nm0242196,nm0325647,nm0938892,nm0801402,nm1726674,nm1398781,nm0795095,nm0166008,nm0203195,nm2169072,nm1134183,nm2575302,nm0696136,nm0844155,nm0193108,nm1558030","nm0722195,nm0126210,nm0316716,nm0391381,nm0567124,nm0281044,nm0277389,nm0929312,nm0571032,nm0188215,nm0059496,nm1212768,nm0391340,nm1843336,nm0485302,nm0914438,nm0321244,nm0751339,nm0741650,nm0828955,nm0725105,nm1668273,nm0378021,nm0447011,nm0421070,nm1558030,nm1131502,nm0741220,nm0585319,nm0590343,nm0088578,nm0104010,nm1254380,nm1807764,nm1346822,nm0247861,nm0925988,nm0940904,nm0657892,nm0870615,nm0733465,nm0828969,nm0864025,nm0580582,nm0854699,nm0529021,nm0529055,nm0879125,nm0285828,nm0427702,nm0713797,nm0805579,nm0212573,nm0382250,nm0793859,nm0859974,nm1370956,nm1371450,nm1026679,nm1373866,nm0332369,nm0590150,nm0102644,nm0387356,nm0046806,nm0063764,nm1198820,nm0658417,nm0361927",6.8,3549,en
254,tt0101115,"nm0533380,nm0706619,nm0000279,nm0796235,nm0810379,nm0345907,nm0470648,nm0353243,nm0132637,nm0492521",Herman's Head,Comedy,"nm0516568,nm0031246,nm0128225,nm0357143,nm0541562","nm0345907,nm0470648,nm0438327,nm0293749,nm0548715,nm0070142,nm0277827,nm0044828,nm0484686,nm0537542,nm0875635,nm0391040,nm0304678,nm0322791,nm0396144,nm0929016,nm0003662,nm0085377,nm0218036,nm0318865,nm0438350,nm7470220,nm0834600,nm0534983,nm0024856,nm0066764,nm0073688,nm0236506,nm0238277,nm0769840",7.2,2357,en
258,tt0101120,"nm0001795,nm0000741,nm0385561,nm0810101,nm0117022,nm0277716,nm0568730,nm0931285,nm0005359,nm0439781",Home Improvement,"Comedy,Family","nm0128225,nm0664756,nm0094288,nm0625384,nm0874716,nm0277310,nm0174068,nm0016074,nm0000741,nm0695643,nm0005359,nm0790341,nm0606357","nm0277716,nm0568730,nm0931285,nm0801346,nm0272206,nm0794742,nm0601826,nm0606594,nm0888773,nm0308745,nm0000741,nm0722730,nm0312476,nm0148180,nm0257410,nm0418070,nm0070534,nm0169018,nm0395489,nm2499431,nm0852010,nm0072045,nm0827681,nm0544595,nm0316834,nm0332393,nm0303821,nm0689390,nm0865847,nm0487521,nm0251995,nm0938305,nm0280843,nm0279574,nm0027064,nm0031011,nm0132362,nm0300284,nm0403298,nm0002526,nm0089256,nm0263489,nm0285615,nm0469622,nm0588937,nm0624047,nm0854054,nm0612588,nm0642323,nm0505588",7.2,45108,en
265,tt0101121,"nm0930454,nm0151419,nm0205423,nm0420898,nm0448252,nm0004262,nm0496105,nm0642449,nm0680881,nm0824763",Homefront,"Drama,History,Romance","nm0784388,nm0003763,nm0892144,nm0337675,nm0141222,nm0768939,nm0786989,nm0258066,nm0481358,nm0011697,nm0132095,nm0161078","nm0004262,nm0496105,nm0822460,nm0822505,nm0039748",8.9,1269,en
269,tt0101123,"nm0161410,nm0327291,nm0518321,nm0319010,nm0614145,nm0040586,nm0550577,nm0283512,nm0713561,nm0017263",The House of Eliott,Drama,"nm0797928,nm0360324,nm0363865,nm0398275,nm0356786,nm0072025,nm0456110,nm0698807,nm0822043,nm0756057","nm0040586,nm0550577,nm0177003,nm0832251,nm0118719,nm0786795,nm0340851,nm0405051,nm1722339,nm2157458,nm0943584,nm0733481,nm0805579,nm0390409",8.1,1465,en
272,tt0101124,"nm0446805,nm0001832,nm0853040,nm0518718,nm0506168,nm0104481,nm0266519,nm0071842,nm0002130,nm0799866",I'll Fly Away,Drama,"nm0070474,nm0761401,nm0294350,nm0485637,nm0035106,nm0153740,nm0003150,nm0104481,nm0171315,nm0180644,nm0003497,nm0811764,nm0838198,nm0024143,nm0132095,nm0337675,nm0393661,nm0621137,nm0667182,nm0001832,nm0176448,nm0258066","nm0104481,nm0266519,nm0111303,nm0355329,nm0153740,nm0026968,nm0035024,nm0556789,nm0007016,nm1027107,nm1052034,nm4291748,nm0253039,nm0546803,nm0545059,nm0796848,nm0202997,nm0424934",8.7,942,en
275,tt0101130,"nm1977323,nm0000961,nm0238495,nm5752839,nm0301839,nm0542706,nm0691878,nm0206582,nm0020098,nm0930172",Land of the Lost,"Adventure,Comedy,Family","nm0123009,nm0119106,nm0093647,nm0868650,nm0835455,nm0418116,nm0210797,nm0267495","nm0173616,nm0219490,nm0224639,nm0418116,nm0496460,nm0579912,nm0611100,nm2382391,nm0791269,nm0926729",6.9,942,en
278,tt0101134,"nm0238691,nm2575945,nm0905755,nm0675383,nm0725956,nm0544139,nm0244167,nm8803442,nm0002243,nm0947964",Liquid Television,"Animation,Comedy,Crime","nm1751778,nm4532241,nm0824655,nm0669744,nm0163977,nm0637524,nm0807988,nm2631046,nm4542894,nm0101521,nm0191047,nm0013980,nm0161285,nm1192261,nm5007764,nm0391641,nm0395031,nm0159109,nm0583438,nm5007655,nm0227139,nm0559107,nm1034686,nm0371082","nm4539631,nm0076998,nm0163977,nm0236421,nm4539486,nm0038871,nm4542894,nm0101521,nm0668500,nm0933194,nm0013980,nm0161285,nm0391641,nm0159109,nm0563119,nm0605128,nm0227139,nm2419908",8.1,941,en
279,tt0101143,"nm0256960,nm0167340,nm0703225,nm0038650,nm0607403,nm0638586,nm0512232,nm0591366,nm0040573,nm0861027",Men Behaving Badly,Comedy,nm0219513,nm0638586,7.7,8323,en
283,tt0101149,"nm0095388,nm0294067,nm0254585,nm0238339,nm0623279,nm1776857,nm0569416,nm0141697,nm0574068,nm0573618",Murder Most Horrid,"Comedy,Crime,Mystery","nm0818639,nm0401982,nm0317328,nm0265564,nm1222874,nm0376835,nm0607883,nm0942367","nm0386810,nm0628218,nm1776857,nm0376835,nm0134519,nm0595590,nm0477310,nm0016895,nm0016896,nm0006396,nm0257421,nm0123666,nm0395275,nm0640976,nm1281893,nm0900327",7.3,595,ja
284,tt0101169,"nm0871876,nm0627624,nm0001185,nm0919798,nm0072533,nm0456946,nm0000347,nm0676349,nm0191520,nm0310370",The Pirates of Dark Water,"Action,Adventure,Animation","nm0527206,nm0666362,nm0813992","nm0456946,nm0503158,nm2175554,nm0251395,nm0109160,nm0007208,nm0949861,nm0558425,nm0911660,nm0226863,nm3071117,nm0399252,nm0492969,nm0538842,nm0733975,nm1229314,nm2176151,nm0561041,nm0182373,nm2184012",8.3,2665,ja
286,tt0101171,"nm0000347,nm0000913,nm0395649,nm0559166,nm0649178,nm1202323,nm0956544,nm0002058,nm0043041,nm0002126",The Legend of Prince Valiant,"Action,Adventure,Animation",\N,"nm1084207,nm1202323,nm0905173,nm0449692,nm0716320,nm0716321,nm3071117,nm0399252,nm0922048,nm1446030,nm3558930,nm1080572,nm1084235,nm0664632,nm0284894,nm5180455,nm3224305,nm0805150,nm0287831",7.4,752,en
287,tt0101177,"nm0364872,nm0810019,nm0571405,nm0338279,nm0047744,nm0525872,nm0733500,nm0445420,nm0684521,nm0858934",The Red Green Show,Comedy,"nm0338279,nm1079042,nm3005148,nm0810019,nm7185063,nm0271355","nm0338279,nm0810019,nm0685312,nm1138106,nm0928716,nm0047744,nm0567961,nm1649535,nm0525872,nm2317263,nm2416873,nm0268277,nm1903262,nm1416643,nm0571405,nm0806681,nm1034708,nm0016587,nm0249939,nm0769710,nm1362752",8.1,2674,fr
289,tt0101178,"nm0623292,nm0471136,nm0921942,nm0670332,nm0131968,nm0327028,nm0369292,nm0808723,nm0942029,nm0714418",The Ren & Stimpy Show,"Adventure,Animation,Comedy","nm0131968,nm2634350,nm0889405,nm0471136,nm0400423,nm0999575,nm0714418,nm0942029,nm0115527,nm0909088,nm0453606,nm0521425,nm0058799,nm0327028,nm0808723,nm1105135,nm0550108,nm0042796,nm0048519,nm0623292,nm0569891,nm0654475","nm0471136,nm0131968,nm0574509,nm0327028,nm0369292,nm0909088,nm0700955,nm0129325,nm0808723,nm0942029,nm0471233,nm0714418,nm0086540,nm0042796,nm0453606,nm3680478,nm0623292,nm2463003,nm0921942,nm0677956,nm0591741",7.5,23518,en
295,tt0101184,"nm0694066,nm0001165,nm0431520,nm0140969,nm0330064,nm0200090,nm0276185,nm0606541,nm0004937,nm0199317",Roc,"Comedy,Drama","nm0490133,nm0578162,nm0009953,nm0200090,nm0123273,nm0899085","nm0200090,nm0156588,nm0598996,nm1366305,nm0103928,nm0244760,nm0689363,nm0723689,nm0972395,nm0761715,nm0851945,nm0856655,nm0278774,nm0428963,nm0931223,nm0856654,nm0887455,nm0095504,nm0225071,nm6706835,nm0388027,nm0970005,nm0009488,nm0689371,nm0743514,nm0074319,nm0085524,nm0239309,nm0612588,nm0014977,nm0030193,nm0234956,nm1044446,nm0525652,nm0588382,nm0188223,nm2512010,nm5474488,nm0711255,nm0792576,nm0846444,nm0011814,nm0277839,nm1042586",7.4,1719,ja
298,tt0101188,"nm0030651,nm0197354,nm0004815,nm0004813,nm0815718,nm0190780,nm0314480,nm0458312,nm0684919,nm0300756",Rugrats,"Adventure,Animation,Comedy","nm0240548,nm0119476,nm0899329,nm0779307,nm0392146,nm0048519,nm0860014,nm0379320,nm0811973,nm0589636,nm0068034,nm0284896,nm0569814,nm0601901,nm0447700,nm1228091,nm1328549,nm0612033,nm0297369,nm1094375,nm0616261,nm0468335,nm0895648,nm0720383,nm0900790,nm0450630,nm0448599,nm0841319,nm0058799,nm0585086,nm0842415,nm0036776,nm0484037,nm0109933,nm0539782,nm0728317,nm0161285,nm0188192,nm0779391,nm3012092,nm2001171","nm0190780,nm0314480,nm0458312,nm3353568,nm0471233,nm0594134,nm0379747,nm0321167,nm0330856,nm1414808,nm0684919,nm0300756,nm0030651,nm0643798,nm0599315,nm0338537,nm0897267,nm0177532,nm0558520,nm0129325,nm0544595,nm0100326,nm0513526,nm0058799,nm0716366,nm0274905,nm1219811,nm0295125,nm1019655,nm0897860,nm0931642,nm1341733,nm1202354,nm0122836,nm0081142,nm0490102,nm0783889,nm0143320,nm0961152,nm0006825,nm0369292,nm0016141,nm0396935,nm0805150,nm0826425,nm0918955,nm1453801,nm0969581,nm6268134,nm1330608,nm0846444,nm3226600,nm0944034,nm1118365,nm2194111,nm0251550,nm0399611,nm0009248,nm1440551,nm0585062,nm0236421,nm1088324,nm6364336,nm0066313,nm0197351,nm6804749,nm1405698,nm0718686,nm0797076,nm0295321,nm5439401,nm1145513,nm1545967,nm0669657,nm0684989,nm0894890,nm0931223,nm1505636,nm0070255,nm0321782,nm1085475,nm8508276,nm3097587,nm8312116,nm0423715,nm0458313,nm2669830,nm0555658,nm0561630,nm0574509,nm0677956,nm0870607,nm8312151,nm0072913,nm0200061,nm1317673,nm3840714,nm1099603,nm0002511,nm0089668,nm9833298,nm1698564,nm4782957,nm9328811,nm0974301,nm0007208,nm0842391,nm0844214,nm0189485,nm6806397,nm6806396,nm6806395,nm6806394,nm6806393,nm0672654,nm6806501,nm1059729,nm2837301,nm6187966,nm6812455,nm0267660,nm0281830,nm2841768,nm0358976,nm0539077,nm1931379,nm0897884,nm1754514,nm0227119,nm2340175,nm1753285,nm0884131,nm2006186,nm1003816,nm2090106,nm0811973",7.5,36056,en
306,tt0101190,"nm0002641,nm0264269,nm0177528,nm0100989,nm0047358,nm0805610,nm0078536,nm0218494,nm0524149,nm2212541",Salute Your Shorts,"Comedy,Drama,Family","nm0452129,nm0849121,nm0513853,nm0818465,nm0049975,nm0239298,nm0278286,nm0589168","nm0805610,nm0537542,nm0875635,nm2521463,nm0476274,nm0931811,nm0548830",8.3,5779,fr
309,tt0101198,"nm4888576,nm0004900,nm0001407,nm0109318,nm0348186,nm0004798,nm0693243,nm0577329,nm0031233,nm0942328",Silk Stalkings,"Crime,Drama,Mystery","nm0669757,nm0660893,nm0348186,nm0914370,nm0128334,nm0815562,nm0375973,nm0681247,nm0501134,nm0271095,nm0184812,nm0042500,nm0007708,nm0262277,nm0634239,nm0001962,nm0907107,nm0881279,nm0860650,nm0054077,nm0255028,nm0506256,nm0184392,nm0140017,nm2300182,nm0359087,nm1414580,nm0941276,nm0092853,nm0004257,nm0677253,nm0641343,nm2499980,nm0524747,nm2469602,nm0766191,nm2407890,nm0001835,nm0007150,nm0444848,nm0103756,nm0144152,nm0766020,nm0005715,nm0736462,nm0705675,nm0368366,nm0669585,nm0227187,nm0666806,nm0217938,nm0004900,nm0024121,nm0201626,nm0003163,nm0505900,nm0001407,nm0295345,nm0088579,nm0002989,nm0024741,nm0006552,nm0872062,nm0693243,nm0939869,nm0481775,nm0571739","nm0004798,nm0669757,nm0952848,nm0382223,nm0871596,nm0501134,nm0206137,nm0799756,nm0113839,nm0873701,nm0330610,nm0583514,nm4493212,nm0401095,nm0564497,nm0988951,nm0506032,nm0173817,nm0173819,nm0447406,nm0889576,nm2409872,nm0705722,nm4241076,nm0312663,nm0014234,nm0168755,nm5842512,nm0792600,nm0176689,nm0241591,nm0750499,nm0077062,nm0085535,nm0682063,nm0770643,nm4491974,nm0695902,nm0805778,nm0572450,nm0075599,nm0261751,nm0009145,nm2406758,nm0043754,nm0081370,nm0126175,nm0878980,nm0107386,nm0358842,nm1563086,nm0523156,nm0651580,nm0805611,nm0842661,nm0062135,nm0229800,nm0229801,nm0275368,nm0279220,nm0296175,nm0440613,nm0602962,nm0770484,nm0808186,nm0076820,nm0636791,nm0715022,nm4307936,nm0850514,nm0046042,nm0968653,nm0475472,nm0548921,nm0748845,nm0782462,nm0853010,nm0065174,nm0365131,nm4479794,nm0557952,nm4495058,nm4608404,nm0256727,nm0395923,nm0555549,nm0666806,nm0748860,nm0085519,nm4506006,nm1763428,nm4505656,nm0438326,nm0506256,nm4494445,nm0760830,nm0827711",6.5,2975,en
317,tt0101199,"nm0637086,nm0001436,nm0435678,nm0000688,nm0388872,nm0184734,nm0513500,nm0113595,nm0680541,nm0563835",Sisters,Drama,"nm0002349,nm0176448,nm0733415,nm0364749,nm0253531,nm0198991,nm0314104,nm0257554,nm0036206,nm0271095,nm0810553,nm0385151,nm0776317,nm0125111,nm0004627,nm0024143,nm0461799,nm0002887,nm0346550,nm0401902,nm0166625,nm0011697,nm0382541,nm0718217,nm0762541,nm0784388,nm0141222,nm0540487,nm0003763,nm0372133,nm0541677,nm0798717,nm3035553,nm0777531","nm0184734,nm0513500,nm0450899,nm0513658,nm0577334,nm0695491,nm0011925,nm0365712,nm0253531,nm0182577,nm0782277,nm0628214,nm0826737,nm0338574,nm1193556,nm0653899,nm0276871,nm0075599,nm0387881,nm1034998,nm0304536,nm0326549,nm0330258,nm0332361,nm0585243,nm0766766,nm0044866,nm0642184,nm0827695,nm1802891,nm1802610,nm0420367,nm0460683,nm0532271,nm0558897,nm1794002,nm0261751,nm7521058,nm0004887",7.5,2125,en
323,tt0101205,"nm0003115,nm0001155,nm0001755,nm0130085,nm0443824,nm0081065,nm0102122,nm0589429,nm0912968,nm0914500",Step by Step,"Comedy,Family,Romance","nm0180902,nm0001155,nm0959034,nm0870533,nm0081065,nm0641460,nm0684784,nm0304663,nm0513021,nm0937059","nm0081065,nm0102122,nm0589429,nm0912968,nm1104065,nm1104098,nm0083349,nm0927544,nm1196449,nm0114187,nm1155839,nm0645673,nm1116464,nm0012167,nm0341069,nm0825620,nm0628546,nm0742524,nm1196905,nm0278774,nm0548715,nm0256079,nm0484485,nm0756065,nm0114600,nm0252087,nm0591778,nm0171719,nm0172411,nm0329879,nm0748056,nm0773957,nm1044424,nm6728512,nm0250518,nm0487522,nm1044469,nm1116793,nm3954034,nm0137075,nm0232981,nm1054832",6.5,15026,en
330,tt0101223,"nm0484678,nm0712790,nm0122466,nm0635851,nm0242068,nm0599846,nm0769974,nm0582485,nm0806215,nm0331537",The Torkelsons,"Comedy,Drama,Family","nm0762541,nm0075669","nm0501514,nm0493857,nm0599846,nm1075295,nm0844214,nm1044424,nm0755849,nm1044469,nm0414551,nm0712790,nm2966726,nm0888979",7.9,1226,en
332,tt0101226,"nm0163925,nm0829767,nm0242523,nm0870439,nm0815079,nm0250735,nm0001917,nm0621834,nm0087372,nm0881663",Sweating Bullets,"Action,Comedy,Crime","nm0003403,nm0326219,nm0103523,nm0915382,nm0847749,nm0162013,nm0104096,nm0599624,nm0829767,nm0733227,nm0247621,nm0278735,nm0044524,nm0097379","nm0250735,nm0595913,nm0312565,nm1636243,nm6239729,nm0378130,nm0829767,nm0326219,nm6249389,nm6247643,nm0223838,nm0547657,nm6246130,nm0122900,nm0243001,nm0006867,nm0390415,nm0329852,nm3965682,nm3965060,nm2501904,nm6259053,nm6249392,nm6246122,nm6247617,nm6246203,nm6244834,nm6249386",7.7,1819,en
337,tt0103349,"nm3571437,nm0475997,nm0371660,nm1728080,nm0265654,nm0047258,nm0790613,nm0119514,nm0168137,nm3434934",American Justice,"Crime,Documentary","nm2314278,nm1910737,nm1639526,nm0761707,nm0458969","nm0019923,nm2446481,nm0170625,nm1910737,nm1998976,nm1639526,nm0458969,nm0481987,nm2754195,nm2103199,nm2393704,nm3893784,nm2227731,nm0761707,nm0489073,nm4091305,nm0771728,nm1066575,nm2570675,nm2047291,nm1328316,nm2094303,nm2874504,nm5156944,nm3803149",8.1,806,en
338,tt0103352,"nm0222277,nm0401468,nm0220888,nm0661186,nm0720418,nm0532530,nm0437198,nm0019696,nm0305272,nm0193846",Are You Afraid of the Dark?,"Drama,Fantasy,Horror","nm0532530,nm0646987,nm0003941,nm0815812,nm0665494,nm0495722,nm0233002,nm0173695,nm0004597,nm0229004,nm0450661,nm0479483,nm0668211,nm0676671,nm0003588","nm0532530,nm0676671,nm0696400,nm0675205,nm0455468,nm1263645,nm0923303,nm2844609,nm1064772,nm0467626,nm1117594,nm0418434,nm0646987,nm0769887,nm6151201,nm0462726,nm1061823,nm0437198,nm0482862,nm0705211,nm0957695,nm6148284,nm0254359,nm0448060,nm0507225,nm2647363,nm0229004,nm0450692,nm0927235,nm6152165,nm1793967,nm0390803,nm6152237,nm6152174,nm1332821,nm5252886,nm1118003,nm2528552,nm1130572",8.2,15323,fr
349,tt0103359,"nm0182456,nm0175834,nm0504489,nm0956544,nm0368561,nm0004170,nm0705779,nm0863622,nm0227704,nm0277730",Batman: The Animated Series,"Action,Adventure,Animation","nm0022828,nm0456631,nm0667469,nm0722713,nm0780922,nm0863622,nm0705779,nm0125340","nm0004170,nm0705779,nm0749161,nm0863622,nm0714184,nm0227704,nm0664632,nm0108419,nm0109160,nm0122334,nm0220297,nm0736609,nm0675310,nm1259714,nm0826978,nm0918083,nm0219490,nm0611100,nm0487067,nm0410810,nm0804380,nm0716320,nm0716321,nm0936335,nm0176689,nm1921680,nm1014216,nm0938379,nm0277730,nm0097130,nm0228772,nm0319667,nm0331212,nm3071117,nm0371051,nm0399252,nm0430698,nm1055793,nm0548808,nm0641014,nm0669960,nm1127374,nm1256315,nm0929103,nm1147759,nm0579912,nm0881031,nm0022828,nm1570426,nm0239032,nm1491122,nm0531575,nm0011240,nm4846387,nm4565009,nm2752234,nm2953596,nm0335238,nm0358334,nm4879181,nm1054972,nm1277476,nm8828790,nm4633226,nm2954970,nm2082787,nm0600872,nm1439645",9.0,105611,en
362,tt0103360,"nm0899712,nm0001774,nm0004873,nm0000413,nm0644022,nm0031976,nm0434854,nm0640887,nm0332344,nm0000675",The Ben Stiller Show,Comedy,"nm0287198,nm0001774,nm0003474,nm0589106","nm0031976,nm0434854,nm0001774,nm0169712,nm0189144,nm0286715,nm0000413,nm0456918,nm0644022,nm0007053,nm0821786,nm0316406",7.1,1960,en
363,tt0103362,"nm0895991,nm0669345,nm0313702,nm0715093,nm0236507,nm1012483,nm0503580,nm0932915,nm0528918,nm0743462",Between the Lines,"Crime,Drama","nm0234462,nm0061385,nm0822043,nm0081590,nm0568224,nm0165965,nm0453195,nm0809575,nm0222319,nm0461628","nm1012483,nm0382250,nm0507714,nm0428483,nm0751339,nm0870615,nm0552842,nm1097366,nm0107383,nm0741650,nm0341758,nm0360177,nm0830563",8.2,581,en
365,tt0103369,"nm0473873,nm1315809,nm0594074,nm1512156,nm0386752,nm0847603,nm2583829,nm0593911,nm0793987,nm4481399",Bishôjo senshi Sêrâ Mûn,"Action,Adventure,Animation","nm0407552,nm0766218,nm0407024,nm0466899,nm1081138,nm1082275,nm0386384,nm0879812,nm1387613,nm0949110,nm0396075,nm0558097,nm3096250,nm2216166,nm1630735","nm0847603,nm0257939,nm5585204,nm0945348,nm0866742,nm1082459,nm0945832,nm0838572,nm0949025,nm0462099,nm2343900,nm1061878,nm0815040,nm0006716,nm1964051,nm1150214",7.7,6679,en
371,tt0103373,"nm0654365,nm0005177,nm0560257,nm0409361,nm0416349,nm0820852,nm0279576,nm0919798,nm0584409,nm0220635",Bobby's World,"Adventure,Animation,Comedy","nm0130327,nm5960120,nm0937678,nm0937874,nm0617106,nm0562053,nm0355703,nm0851073,nm1839483,nm1479393,nm0778772,nm1278937,nm0104025,nm0626440,nm0871601,nm1128933,nm0456718,nm0205621,nm0585086,nm0564495,nm0443196,nm0287673,nm0790746,nm0355806,nm0193264,nm0934411","nm0005177,nm0820852,nm0279576,nm1084207,nm2224339,nm0863211,nm0105366,nm0083707,nm0953650,nm1707665,nm0547850,nm0770288,nm0548830,nm1547528,nm2506301,nm0564590,nm0852073,nm0931811,nm9817821",7.2,4654,en
